index,Company,TypeName,Inches,Resolution_Width,Resolution_Heigth,Touch_Screen,Cpu_Brand,Cpu_Name,Cpu_Speed,Ram,Memory_Type,Primary_Storage,Secondary_Storage,Gpu_Brand,OpSys,Weigth(kg),Price
210,Acer,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,HDD,1024,0,Nvidia,linux,2.4,41505.1
211,Asus,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,2.9,74965.0
212,HP,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,HDD,500,0,Intel,N/A,2.1,18594.7
213,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,N/A,2.2,29250.7
214,Huawei,Ultrabook,13.0,2160,1440,No,Intel,"Core i7",2.7GHz,8,SDD,512,0,Intel,windows,1.05,79866.7
215,Dell,Ultrabook,13.3,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,AMD,windows,1.4,49650.6
216,Lenovo,Notebook,17.3,1600,900,No,Intel,"Core i5",2.5GHz,8,HDD,1024,0,Nvidia,N/A,2.8,31381.9
217,HP,Notebook,14.0,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,Nvidia,windows,1.63,54931.7
218,Dell,Ultrabook,14.0,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,1.6,61218.7
219,Dell,"2 in 1 Convertible",13.3,1920,1080,Yes,Intel,"Core i7",1.8GHz,16,SDD,512,0,Intel,windows,1.62,68145.1
220,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,AMD,linux,2.2,36089.2
221,Lenovo,"2 in 1 Convertible",14.0,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,1.74,47898.7
222,Toshiba,Ultrabook,13.3,1920,1080,No,Intel,"Core i7",2.5GHz,8,SDD,256,0,Intel,windows,1.2,72620.6
223,HP,Notebook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,8,HDD,1024,0,Intel,windows,2.1,42304.3
224,Dell,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,4.42,130873.8
225,Acer,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,Nvidia,windows,2.2,44329.0
226,Dell,Notebook,15.6,1920,1080,Yes,Intel,"Core i7",2.7GHz,16,HDD,1024,0,AMD,windows,2.3,45768.1
227,Asus,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Nvidia,windows,2,40972.3
228,Asus,Notebook,17.3,1920,1080,No,Intel,"Core i5",2.5GHz,8,Hybrid,256,500,Nvidia,windows,2.69,47472.5
229,HP,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,8,HDD,1024,0,AMD,windows,1.9,67612.3
230,Asus,Notebook,15.6,1366,768,No,Intel,"Core i3",2.4GHz,4,HDD,1024,0,Intel,windows,2.37,21258.2
231,HP,Notebook,15.6,1366,768,No,AMD,"E-Series 9000e",1.5GHz,4,HDD,500,0,AMD,windows,2.1,17582.4
232,Lenovo,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,3.2,79866.7
233,Dell,Notebook,14.0,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,windows,1.6,45767.5
234,Acer,"2 in 1 Convertible",13.3,1920,1080,Yes,Intel,"Core i5",2.3GHz,8,SDD,256,0,Intel,windows,1.6,36709.9
235,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,16,SDD,256,0,AMD,linux,2.36,47898.7
236,Acer,Notebook,15.6,1366,768,No,Intel,"Core i3",2GHz,4,HDD,1024,0,Intel,linux,2.1,20779.2
237,Asus,Notebook,15.6,1920,1080,No,AMD,"A10-Series A10-9620P",2.5GHz,4,Hybrid,128,1024,AMD,windows,2.2,30636.0
238,Asus,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.9GHz,32,Hybrid,512,1024,Nvidia,windows,4.7,207259.2
239,Acer,Gaming,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Nvidia,windows,2.5,45074.9
240,Lenovo,Notebook,15.6,1366,768,No,Intel,"Core i3",2GHz,8,SDD,128,0,Intel,windows,7.2,31381.9
241,Asus,Notebook,17.3,1920,1080,No,Intel,"Core i7",1.8GHz,8,Hybrid,128,1024,Nvidia,windows,2.1,61005.6
242,Asus,Notebook,17.3,1920,1080,No,Intel,"Core i7",2.7GHz,8,Hybrid,128,1024,Nvidia,N/A,2.69,47365.9
243,Dell,Gaming,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Nvidia,windows,2.56,46833.1
244,Lenovo,"2 in 1 Convertible",13.9,1920,1080,Yes,Intel,"Core i7",2.7GHz,8,SDD,256,0,Intel,windows,1.38,57489.1
245,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,Hybrid,128,2048,AMD,windows,2.2,52480.8
246,HP,Notebook,15.6,1366,768,Yes,Intel,"Core i5",2.5GHz,8,HDD,1024,0,Intel,windows,2.04,29783.5
247,Asus,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.9GHz,16,SDD,256,0,Nvidia,windows,3.6,159786.7
248,HP,Notebook,13.3,1920,1080,No,Intel,"Core i5",1.6GHz,4,HDD,500,0,Intel,windows,1.49,35964.0
249,Apple,Ultrabook,13.3,2560,1600,No,Intel,"Core i5",3.1GHz,8,SDD,512,0,Intel,macos,1.37,108691.2
250,Dell,"2 in 1 Convertible",15.6,1920,1080,Yes,Intel,"Core i7",1.8GHz,8,HDD,1024,0,Intel,windows,2.08,43636.3
251,Asus,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,4.3,95850.7
252,Asus,Notebook,15.6,1366,768,No,AMD,"A9-Series 9420",3GHz,4,HDD,1024,0,AMD,windows,1.68,24988.3
253,Lenovo,"2 in 1 Convertible",13.9,1920,1080,Yes,Intel,"Core i7",1.8GHz,8,SDD,512,0,Intel,windows,1.37,98514.7
254,Acer,Notebook,17.3,1920,1080,No,Intel,"Core i3",2.7GHz,4,SDD,256,0,Nvidia,windows,3,37402.6
255,Dell,Ultrabook,13.3,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,1.41,50562.7
256,HP,Notebook,15.6,1366,768,No,AMD,"A6-Series A6-9220",2.5GHz,8,SDD,128,0,AMD,windows,1.91,23757.6
257,HP,Notebook,17.3,1920,1080,No,Intel,"Core i7",1.8GHz,16,HDD,1024,0,Nvidia,windows,2.9,56423.5
258,MSI,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,512,1024,Nvidia,windows,4.14,133146.7
259,Lenovo,"2 in 1 Convertible",15.6,1920,1080,Yes,Intel,"Core i7",2.8GHz,8,SDD,512,0,Nvidia,windows,2,90522.7
260,Dell,Notebook,17.3,1920,1080,No,Intel,"Core i7",1.8GHz,8,Hybrid,128,1024,AMD,windows,2.8,60845.8
261,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,SDD,256,0,Intel,N/A,2.2,23656.3
262,HP,Notebook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,4,HDD,500,0,Intel,windows,2.1,38468.2
263,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,4,HDD,1024,0,Intel,windows,2.18,35005.0
264,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,HDD,1024,0,AMD,windows,2.24,30103.2
265,Dell,"2 in 1 Convertible",15.6,1920,1080,Yes,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,2.67,42570.7
266,Asus,"2 in 1 Convertible",13.3,1920,1080,Yes,Intel,"Core i7",1.8GHz,8,SDD,512,512,Intel,windows,4.1,79866.7
268,HP,Notebook,17.3,1920,1080,No,Intel,"Core i7",1.8GHz,8,HDD,1024,0,Nvidia,windows,2.5,54239.0
269,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,Intel,windows,2.05,46886.4
270,Apple,Ultrabook,13.3,2560,1600,No,Intel,"Core i5",2.9GHz,8,SDD,512,0,Intel,macos,1.37,104370.2
271,Asus,Gaming,17.3,1920,1080,No,AMD,"Ryzen 1700",3GHz,16,Hybrid,256,1024,AMD,windows,3.2,82530.7
272,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,AMD,linux,2.14,39164.5
273,Lenovo,"2 in 1 Convertible",14.0,2560,1440,Yes,Intel,"Core i7",2.6GHz,16,SDD,512,0,Intel,windows,1.36,133146.7
274,Toshiba,Notebook,15.6,1366,768,No,Intel,"Core i7",2.5GHz,8,HDD,500,0,Nvidia,windows,2.2,43263.4
275,Dell,Notebook,15.6,1366,768,No,Intel,"Core i7",2.7GHz,12,HDD,1024,0,Intel,windows,2.3,37992.4
276,Dell,Notebook,17.3,1920,1080,No,Intel,"Core i7",1.8GHz,8,Hybrid,128,1024,AMD,linux,2.8,58554.7
277,Acer,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,HDD,1024,0,Nvidia,windows,2.2,39693.6
278,Lenovo,Notebook,17.3,1600,900,No,Intel,"Core i3",2GHz,4,HDD,1024,0,Intel,windows,2.8,26053.9
279,Lenovo,Notebook,17.3,1920,1080,No,Intel,"Core i7",1.8GHz,8,HDD,2048,0,Nvidia,N/A,2.8,45234.7
280,Lenovo,Notebook,17.3,1600,900,No,Intel,"Core i7",2.7GHz,6,Hybrid,128,1024,Nvidia,windows,2.8,45767.5
281,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i3",2.0GHz,4,HDD,1024,0,AMD,linux,2.25,22803.8
282,Lenovo,Gaming,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Nvidia,windows,2.5,44169.1
283,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,6,SDD,256,0,Intel,windows,2.2,30849.1
284,Acer,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,Nvidia,windows,3,50669.3
285,Acer,Notebook,15.6,1920,1080,Yes,Intel,"Core i7",2.7GHz,12,HDD,1024,0,Intel,windows,2.15,35111.5
286,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,Intel,windows,1.95,58448.2
287,Asus,Ultrabook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Nvidia,windows,1.7,52054.6
288,Lenovo,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,2.5,62817.1
289,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,8,HDD,1024,0,Nvidia,N/A,2.2,35112.1
290,Acer,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.5GHz,2,SDD,16,0,Intel,other,2.19,10602.7
291,Asus,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,8,HDD,1024,0,Nvidia,windows,3,63243.4
292,HP,Notebook,17.3,1600,900,No,Intel,"Core i3",2GHz,8,HDD,1024,0,Intel,windows,2.54,26053.9
293,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,SDD,256,0,Nvidia,windows,2,97449.1
294,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Intel,windows,2.05,39373.9
295,Lenovo,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,HDD,1024,0,Nvidia,windows,3.2,69210.7
296,Acer,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,SDD,256,0,Nvidia,linux,2.5,52161.1
297,Dell,Workstation,17.3,1920,1080,No,Intel,"Core i7",2.9GHz,16,SDD,256,0,Nvidia,windows,3.42,153705.3
298,Lenovo,Notebook,15.6,1920,1080,No,AMD,"A10-Series 9600P",2.4GHz,6,HDD,1024,0,AMD,windows,2.4,26586.7
299,Asus,Ultrabook,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,16,SDD,512,0,Nvidia,windows,1.63,78215.0
300,Asus,Notebook,14.0,1366,768,No,Intel,"Core i3",2.4GHz,4,SDD,128,0,Intel,windows,1.3,27119.5
301,Asus,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,2.9,113060.2
302,Lenovo,Notebook,17.3,1600,900,No,Intel,"Core i5",2.5GHz,6,HDD,1024,0,Nvidia,windows,5.8,34578.7
303,Lenovo,Notebook,15.6,1366,768,No,Intel,"Core i5",2.5GHz,8,HDD,2048,0,Nvidia,N/A,2.2,29250.7
304,Asus,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,Hybrid,128,1024,Nvidia,windows,2.5,67399.2
305,Lenovo,Notebook,15.6,1366,768,No,Intel,"Pentium Quad",1.1GHz,4,HDD,1024,0,Intel,N/A,2.2,19180.3
306,HP,"2 in 1 Convertible",13.3,1920,1080,Yes,Intel,"Core i7",2.8GHz,16,SDD,256,0,Intel,windows,1.28,105228.0
307,Toshiba,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.5GHz,8,SDD,256,0,Nvidia,windows,2.2,55571.0
308,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,Hybrid,128,1024,Nvidia,windows,2.3,43636.3
309,HP,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,HDD,1024,0,Intel,windows,1.86,24988.3
310,Lenovo,Notebook,13.3,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,windows,1.1,53226.7
311,Dell,Ultrabook,13.3,3840,2160,Yes,Intel,"Core i7",1.8GHz,16,SDD,1024,0,Intel,windows,1.21,133146.7
312,MSI,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,2.8,111834.7
313,Acer,Notebook,15.6,1920,1080,No,AMD,"A8-Series 7410",2.2GHz,8,SDD,256,0,AMD,windows,2.23,24988.3
314,Asus,"2 in 1 Convertible",11.6,1366,768,Yes,Intel,"Celeron Dual",1.1GHz,2,"Flash Storage",32,0,Intel,windows,1.1,14652.0
315,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,8,Hybrid,128,1024,AMD,windows,2.33,44968.3
316,HP,"2 in 1 Convertible",13.3,3840,2160,Yes,Intel,"Core i7",1.8GHz,16,SDD,1024,0,Intel,windows,1.29,130482.7
317,Lenovo,Notebook,13.3,1366,768,No,Intel,"Celeron Dual",1.6GHz,4,"Flash Storage",16,0,Intel,other,1.45,24503.5
318,HP,Notebook,14.0,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,windows,1.95,52214.4
319,Acer,Notebook,11.6,1366,768,No,Intel,"Pentium Quad",1.6GHz,4,"Flash Storage",128,0,Intel,windows,1.4,25840.8
320,HP,Notebook,14.0,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,Intel,windows,1.48,68837.8
321,Lenovo,Notebook,17.3,1600,900,No,Intel,"Core i5",2.5GHz,4,HDD,1024,0,Nvidia,windows,2.79,31381.9
322,Asus,Notebook,14.0,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,Intel,windows,2,58288.3
323,HP,Notebook,15.6,1366,768,No,Intel,"Core i7",1.8GHz,8,HDD,1024,0,Intel,windows,2.1,48058.6
324,Acer,Notebook,15.6,1366,768,No,AMD,"A12-Series 9720P",2.7GHz,8,SDD,256,0,AMD,windows,2.2,35111.5
325,Lenovo,Notebook,14.0,1366,768,No,Intel,"Celeron Dual",1.1GHz,4,"Flash Storage",32,0,Intel,windows,1.44,15557.8
326,Acer,Notebook,15.6,1366,768,No,Intel,"Core i5",2.5GHz,6,HDD,1024,0,Intel,windows,8.23,29250.7
327,Asus,Ultrabook,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,Nvidia,windows,1.7,55938.7
328,HP,Ultrabook,12.5,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,Intel,windows,1.26,71128.8
329,Dell,Notebook,15.6,3840,2160,Yes,Intel,"Core i7",2.8GHz,32,SDD,1024,0,Nvidia,windows,2.06,140605.9
330,MSI,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,8,Hybrid,256,1024,Nvidia,windows,2.7,63882.7
331,Toshiba,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,windows,2.0,50243.0
332,Asus,Notebook,14.0,1920,1080,No,Intel,"Core i7",2.7GHz,8,Hybrid,256,1024,Intel,windows,2,71075.5
333,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,HDD,1024,0,Intel,windows,1.85,23922.7
334,Asus,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,SDD,256,0,Nvidia,windows,2.5,53226.7
335,HP,Notebook,14.0,1920,1080,No,Intel,"Core i5",2.6GHz,8,SDD,256,0,Intel,windows,1.48,67559.0
337,HP,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,windows,1.84,60952.3
338,Asus,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.1GHz,4,HDD,1024,0,Intel,linux,2,14651.5
339,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,8,SDD,256,0,Nvidia,windows,2,60885.7
340,Dell,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.6GHz,4,HDD,500,0,Intel,linux,2.2,14646.7
341,Lenovo,Notebook,15.6,1920,1080,No,AMD,"A12-Series 9720P",3.6GHz,12,HDD,2048,0,AMD,windows,2.2,47898.7
342,HP,Notebook,15.6,1920,1080,No,Intel,"Core i3",2.4GHz,8,HDD,1024,0,Nvidia,windows,2.1,38148.5
343,Lenovo,"2 in 1 Convertible",13.9,3840,2160,Yes,Intel,"Core i7",1.8GHz,16,SDD,512,0,Intel,windows,1.4,111834.7
344,Dell,Ultrabook,13.3,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,Intel,windows,1.2,84129.1
345,Lenovo,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,2048,Nvidia,windows,2.4,60153.1
346,HP,Notebook,14.0,1366,768,No,Intel,"Celeron Dual",1.6GHz,2,"Flash Storage",32,0,Intel,windows,1.44,14865.1
347,Dell,Ultrabook,15.6,1920,1080,No,Intel,"Core i7",1.9GHz,16,SDD,512,256,Intel,windows,1.88,85672.1
348,Asus,"2 in 1 Convertible",11.6,1366,768,Yes,Intel,"Celeron Dual",1.1GHz,4,"Flash Storage",32,0,Intel,windows,1.5,19980.0
349,Dell,Ultrabook,15.6,1920,1080,No,Intel,"Core i5",1.6GHz,8,HDD,1024,0,AMD,windows,0.0002,35324.6
351,HP,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,Intel,windows,1.84,69477.1
352,MSI,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,8,Hybrid,128,1024,Nvidia,windows,2.7,75071.5
353,HP,Workstation,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,SDD,256,0,Nvidia,windows,2.6,92615.0
354,Toshiba,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.5GHz,16,SDD,512,0,Nvidia,windows,2.4,74751.8
355,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,Hybrid,128,2048,AMD,windows,2.02,51729.6
356,Lenovo,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.1GHz,4,HDD,1024,0,Intel,N/A,2.2,17155.6
357,Dell,Gaming,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,HDD,1024,0,Nvidia,windows,2.65,53226.7
358,Dell,Notebook,15.6,1366,768,Yes,Intel,"Core i5",2.5GHz,8,HDD,2048,0,Intel,windows,2.36,29696.7
359,Dell,Notebook,14.0,1920,1080,No,Intel,"Core i5",2.6GHz,8,SDD,256,0,Intel,windows,1.36,76030.6
360,HP,Notebook,15.6,1366,768,No,Intel,"Core i3",2GHz,4,HDD,500,0,Intel,windows,1.86,23389.9
361,Asus,Notebook,14.0,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,windows,2,50349.6
362,Lenovo,Notebook,17.3,1600,900,No,Intel,"Core i5",2.5GHz,6,Hybrid,128,1024,Nvidia,windows,2.8,38308.3
363,HP,Notebook,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,HDD,1024,0,Intel,windows,1.86,34045.9
364,Lenovo,Notebook,15.6,1366,768,No,Intel,"Core i3",2GHz,8,SDD,256,0,Nvidia,N/A,2.2,26586.7
365,HP,Notebook,15.6,1366,768,No,Intel,"Pentium Quad",1.6GHz,8,HDD,2048,0,Intel,windows,2.04,20725.9
366,Dell,Notebook,17.3,1920,1080,No,Intel,"Core i5",1.6GHz,8,Hybrid,128,1024,AMD,windows,2.8,57808.8
367,Lenovo,Gaming,15.6,1920,1080,No,Intel,"Core i5",2.5GHz,8,Hybrid,128,1024,Nvidia,N/A,2.4,43103.5
368,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,AMD,windows,2.33,47898.7
369,HP,Ultrabook,14.0,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,Intel,windows,1.36,93240.0
370,Asus,"2 in 1 Convertible",15.6,1920,1080,Yes,Intel,"Core i7",2.7GHz,12,Hybrid,512,2048,Nvidia,windows,2.26,58554.7
371,Acer,Notebook,15.6,1366,768,No,AMD,"A9-Series 9420",3GHz,4,SDD,128,0,AMD,windows,2.1,22697.3
372,Asus,Gaming,17.3,1920,1080,No,AMD,"Ryzen 1700",3GHz,16,Hybrid,256,1024,AMD,windows,3.25,117162.7
373,Lenovo,Notebook,17.3,1600,900,No,AMD,"A8-Series 7410",2.2GHz,4,SDD,128,0,AMD,windows,2.6,26053.9
374,Dell,"2 in 1 Convertible",13.3,1920,1080,Yes,Intel,"Core i7",1.8GHz,8,SDD,256,0,Intel,windows,1.62,46300.9
375,HP,Notebook,15.6,1920,1080,No,AMD,"A9-Series 9420",3GHz,4,SDD,256,0,AMD,windows,1.91,26053.4
376,Lenovo,Netbook,11.6,1366,768,No,Intel,"Celeron Quad",1.1GHz,4,SDD,128,0,Intel,windows,1.59,29463.8
377,Dell,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.60GHz,4,HDD,500,0,Intel,windows,1.8,16463.5
378,Asus,Notebook,14.0,1366,768,No,Intel,"Celeron Dual",1.1GHz,4,"Flash Storage",32,0,Intel,windows,1.5,15238.1
379,Acer,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,HDD,1024,0,Nvidia,linux,2.4,45074.9
380,HP,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,8,Hybrid,128,1024,Nvidia,windows,3.35,63456.5
381,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,SDD,128,0,Intel,N/A,1.85,21498.5
382,Asus,Gaming,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,Hybrid,128,1024,Nvidia,windows,2.3,88178.4
383,Lenovo,Notebook,14.0,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Nvidia,windows,1.5,58554.7
384,Asus,Ultrabook,13.3,1920,1080,Yes,Intel,"Core i7",2.7GHz,16,SDD,512,0,Intel,windows,1.1,93181.4
385,Lenovo,Ultrabook,14.0,2560,1440,No,Intel,"Core i7",2.7GHz,8,SDD,512,0,Intel,windows,1.13,121585.0
386,Lenovo,Notebook,13.3,1920,1080,No,Intel,"Core i3",2.4GHz,4,SDD,128,0,Intel,windows,1.5,29250.7
387,Dell,Workstation,15.6,1920,1080,No,Intel,"Core i5",2.6GHz,8,HDD,500,0,AMD,windows,2.23,72940.3
388,Dell,Workstation,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,Nvidia,windows,2,113752.8
389,Lenovo,"2 in 1 Convertible",14.0,2560,1440,Yes,Intel,"Core i7",2.7GHz,16,SDD,512,0,Intel,windows,1.42,133679.5
390,Asus,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,8,HDD,1024,0,Nvidia,windows,3,55357.9
391,Asus,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,3,84768.5
392,Acer,Notebook,15.6,1366,768,No,Intel,"Core i5",1.6GHz,12,HDD,1024,0,Nvidia,windows,2.2,36975.8
393,MSI,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,8,SDD,256,0,Nvidia,windows,2.7,71874.7
394,Dell,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,256,0,AMD,linux,2.33,41498.2
395,HP,Ultrabook,15.6,1920,1080,No,AMD,"A9-Series 9420",3GHz,4,SDD,256,0,AMD,windows,1.91,26586.7
396,Lenovo,Notebook,15.6,1920,1080,No,Intel,"Core i7",1.8GHz,8,SDD,256,0,AMD,windows,2.1,65511.0
397,Lenovo,Notebook,14.0,1920,1080,No,Intel,"Core i5",2.5GHz,8,SDD,256,0,Intel,windows,1.9,49976.6
398,Dell,Workstation,15.6,3840,2160,Yes,Intel,"Core i7",2.8GHz,8,SDD,256,0,Nvidia,windows,1.78,144495.4
399,Lenovo,Ultrabook,14.0,2560,1440,No,Intel,"Core i7",2.7GHz,16,SDD,1024,0,Intel,windows,1.13,139860.0
400,Lenovo,Notebook,15.6,1366,768,No,Intel,"Celeron Dual",1.1GHz,4,HDD,1024,0,Intel,windows,2.2,16303.7
401,Asus,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,2.9,81465.1
402,Lenovo,Notebook,25.6,1920,1080,No,Intel,"Core i5",1.6GHz,8,Hybrid,256,1024,AMD,windows,2.1,60979.0
403,Acer,Notebook,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,SDD,256,0,Nvidia,linux,2.5,46833.1
404,MSI,Gaming,17.3,1920,1080,No,Intel,"Core i7",2.8GHz,16,Hybrid,256,1024,Nvidia,windows,2.8,119826.7
405,Asus,Ultrabook,14.0,1920,1080,No,Intel,"Core i7",2.7GHz,8,SDD,512,0,Intel,windows,1.10,99793.4
406,Toshiba,Ultrabook,13.3,1920,1080,No,Intel,"Core i7",2.5GHz,16,SDD,512,0,Intel,windows,1.2,93080.2
407,Dell,Ultrabook,14.0,1920,1080,No,Intel,"Core i7",2.8GHz,8,SDD,512,0,Intel,windows,1.36,89510.4
408,Lenovo,Notebook,35.6,1920,1080,No,Intel,"Core i3",2GHz,4,HDD,500,0,Intel,windows,2.2,21791.5
409,Lenovo,Notebook,11.6,1366,768,No,Intel,"Celeron Dual",1.1GHz,2,"Flash Storage",32,0,Intel,windows,1.15,16221.1
410,Lenovo,Workstation,15.6,1920,1080,No,Intel,"Core i7",2.8GHz,8,SDD,512,0,Nvidia,windows,2.67,102564.0
411,Lenovo,Ultrabook,14.0,2560,1440,No,Intel,"Core i7",2.8GHz,8,SDD,512,0,Nvidia,windows,1.7,103523.0
412,HP,Notebook,15.6,1920,1080,No,Intel,"Core i3",2GHz,4,HDD,1024,0,AMD,windows,2.1,24988.3
